r (m)	Te (eV)	Ti (eV)	ne (m^-3)	ni (m^-3)	nCI (m^-3)	nCII (m^-3)	nCIII (m^-3)	nCIV (m^-3)	nCV (m^-3)	nCVI (m^-3)	nCVII (m^-3)	n0 (m^-3)	pi (kPa)	p (kPa)
0.636	279.85	126.54	9.610100000E+18	8.876339612E+18	1.524265460E-01	1.122696862E+12	8.686456199E+12	8.959669592E+14	4.314430929E+16	2.252076766E+16	3.407317789E+16	2.689930000E+16	179.9626437113	4.291400000E-01
0.637	278.87	126.20	9.580100000E+18	8.854023655E+18	1.534253860E-01	1.129574308E+12	8.756059355E+12	9.052255536E+14	4.315363027E+16	2.239631094E+16	3.389046689E+16	2.702100000E+16	179.0211037117	4.267800000E-01
0.638	277.88	125.85	9.550100000E+18	8.831657045E+18	1.544328630E-01	1.136516590E+12	8.826862797E+12	9.145936659E+14	4.316173259E+16	2.227182890E+16	3.370847833E+16	2.714280000E+16	178.0807507659	4.244400000E-01
0.639	276.89	125.51	9.520000000E+18	8.809239748E+18	1.554490780E-01	1.143524546E+12	8.898903756E+12	9.240725915E+14	4.316861683E+16	2.214732851E+16	3.352720645E+16	2.726470000E+16	177.1415977394	4.221100000E-01
0.640	275.90	125.16	9.489900000E+18	8.786771737E+18	1.564741330E-01	1.150599029E+12	8.972221060E+12	9.336636368E+14	4.317428359E+16	2.202281670E+16	3.334664546E+16	2.738670000E+16	176.2036576333	4.198000000E-01
0.641	274.92	124.82	9.459800000E+18	8.764252989E+18	1.575081320E-01	1.157740904E+12	9.046855213E+12	9.433681195E+14	4.317873346E+16	2.189830043E+16	3.316678954E+16	2.750870000E+16	175.2669435223	4.175000000E-01
0.642	273.93	124.47	9.429600000E+18	8.741683484E+18	1.585511790E-01	1.164951053E+12	9.122848467E+12	9.531873684E+14	4.318196704E+16	2.177378662E+16	3.298763288E+16	2.763080000E+16	174.3314685332	4.152200000E-01
0.643	272.94	124.13	9.399400000E+18	8.719063205E+18	1.596033810E-01	1.172230370E+12	9.200244910E+12	9.631227231E+14	4.318398492E+16	2.164928220E+16	3.280916961E+16	2.775290000E+16	173.3972458439	4.129500000E-01
0.644	271.95	123.78	9.369100000E+18	8.696392140E+18	1.606648450E-01	1.179579767E+12	9.279090545E+12	9.731755343E+14	4.318478768E+16	2.152479409E+16	3.263139387E+16	2.787520000E+16	172.4642887222	4.107000000E-01
0.645	270.96	123.43	9.338800000E+18	8.673670280E+18	1.617356830E-01	1.187000169E+12	9.359433384E+12	9.833471633E+14	4.318437589E+16	2.140032919E+16	3.245429980E+16	2.799740000E+16	171.5326104842	4.084600000E-01
0.646	269.98	123.09	9.308400000E+18	8.650897622E+18	1.628160040E-01	1.194492518E+12	9.441323537E+12	9.936389817E+14	4.318275013E+16	2.127589442E+16	3.227788151E+16	2.811970000E+16	170.6022245524	4.062300000E-01
0.647	268.99	122.74	9.278000000E+18	8.628074166E+18	1.639059230E-01	1.202057774E+12	9.524813311E+12	1.004052372E+15	4.317991096E+16	2.115149664E+16	3.210213309E+16	2.824210000E+16	169.6731443951	4.040200000E-01
0.648	268.00	122.39	9.247500000E+18	8.605199915E+18	1.650055530E-01	1.209696909E+12	9.609957311E+12	1.014588726E+15	4.317585891E+16	2.102714273E+16	3.192704865E+16	2.836450000E+16	168.7453835250	4.018200000E-01
0.649	267.01	122.05	9.217000000E+18	8.582274877E+18	1.661150120E-01	1.217410917E+12	9.696812541E+12	1.025249447E+15	4.317059451E+16	2.090283956E+16	3.175262229E+16	2.848690000E+16	167.8189555371	3.996300000E-01
0.650	266.02	121.70	9.186400000E+18	8.559299066E+18	1.672344170E-01	1.225200804E+12	9.785438518E+12	1.036035946E+15	4.316411828E+16	2.077859397E+16	3.157884809E+16	2.860930000E+16	166.8938741270	3.974600000E-01
0.651	265.03	121.35	9.155800000E+18	8.536272498E+18	1.683638880E-01	1.233067598E+12	9.875897387E+12	1.046949646E+15	4.315643071E+16	2.065441280E+16	3.140572015E+16	2.873180000E+16	165.9701530105	3.953000000E-01
0.652	264.04	121.01	9.125200000E+18	8.513195194E+18	1.695035480E-01	1.241012343E+12	9.968254035E+12	1.057991977E+15	4.314753226E+16	2.053030286E+16	3.123323255E+16	2.885430000E+16	165.0478059816	3.931600000E-01
0.653	263.05	120.66	9.094500000E+18	8.490067179E+18	1.706535200E-01	1.249036101E+12	1.006257622E+13	1.069164380E+15	4.313742339E+16	2.040627095E+16	3.106137940E+16	2.897680000E+16	164.1268468909	3.910300000E-01
0.654	262.07	120.31	9.063800000E+18	8.466888485E+18	1.718139300E-01	1.257139953E+12	1.015893468E+13	1.080468304E+15	4.312610452E+16	2.028232385E+16	3.089015480E+16	2.909930000E+16	163.2072897025	3.889100000E-01
0.655	261.08	119.96	9.033000000E+18	8.443659144E+18	1.729849050E-01	1.265325000E+12	1.025740332E+13	1.091905206E+15	4.311357605E+16	2.015846834E+16	3.071955285E+16	2.922180000E+16	162.2891483568	3.868100000E-01
0.656	260.09	119.62	9.002200000E+18	8.420379198E+18	1.741665750E-01	1.273592362E+12	1.035805928E+13	1.103476553E+15	4.309983836E+16	2.003471115E+16	3.054956769E+16	2.934430000E+16	161.3724369621	3.847200000E-01
0.657	259.10	119.27	8.971400000E+18	8.397048688E+18	1.753590710E-01	1.281943179E+12	1.046098314E+13	1.115183819E+15	4.308489180E+16	1.991105902E+16	3.038019344E+16	2.946690000E+16	160.4571695814	3.826400000E-01
0.658	258.11	118.92	8.940500000E+18	8.373667665E+18	1.765625260E-01	1.290378610E+12	1.056625902E+13	1.127028484E+15	4.306873669E+16	1.978751866E+16	3.021142425E+16	2.958940000E+16	159.5433604415	3.805800000E-01
0.659	257.12	118.57	8.909500000E+18	8.350236180E+18	1.777770770E-01	1.298899838E+12	1.067397479E+13	1.139012039E+15	4.305137331E+16	1.966409673E+16	3.004325430E+16	2.971190000E+16	158.6310237406	3.785300000E-01
0.660	256.13	118.22	8.878500000E+18	8.326754293E+18	1.790028610E-01	1.307508066E+12	1.078422219E+13	1.151135977E+15	4.303280193E+16	1.954079992E+16	2.987567776E+16	2.983430000E+16	157.7201738179	3.764900000E-01
0.661	255.14	117.87	8.847500000E+18	8.303222065E+18	1.802400190E-01	1.316204518E+12	1.089709701E+13	1.163401802E+15	4.301302277E+16	1.941763486E+16	2.970868886E+16	2.995680000E+16	156.8108249998	3.744700000E-01
0.662	254.15	117.53	8.816500000E+18	8.279639566E+18	1.814886910E-01	1.324990440E+12	1.101269929E+13	1.175811022E+15	4.299203603E+16	1.929460816E+16	2.954228181E+16	3.007920000E+16	155.9029917503	3.724600000E-01
0.663	253.16	117.18	8.785400000E+18	8.256006866E+18	1.827490230E-01	1.333867104E+12	1.113113345E+13	1.188365150E+15	4.296984187E+16	1.917172643E+16	2.937645088E+16	3.020160000E+16	154.9966884987	3.704600000E-01
0.664	252.17	116.83	8.754200000E+18	8.232324044E+18	1.840211610E-01	1.342835802E+12	1.125250853E+13	1.201065707E+15	4.294644043E+16	1.904899622E+16	2.921119037E+16	3.032390000E+16	154.0919298083	3.684700000E-01
0.665	251.19	116.48	8.723000000E+18	8.208591184E+18	1.853052530E-01	1.351897852E+12	1.137693837E+13	1.213914214E+15	4.292183180E+16	1.892642407E+16	2.904649459E+16	3.044620000E+16	153.1887302983	3.665000000E-01
0.666	250.20	116.13	8.691800000E+18	8.184808372E+18	1.866014530E-01	1.361054596E+12	1.150454179E+13	1.226912202E+15	4.289601603E+16	1.880401650E+16	2.888235789E+16	3.056850000E+16	152.2871045867	3.645400000E-01
0.667	249.21	115.78	8.660500000E+18	8.160975701E+18	1.879099120E-01	1.370307401E+12	1.163544284E+13	1.240061201E+15	4.286899316E+16	1.868178000E+16	2.871877466E+16	3.069070000E+16	151.3870673822	3.625900000E-01
0.668	248.22	115.43	8.629200000E+18	8.137093271E+18	1.892307880E-01	1.379657659E+12	1.176977097E+13	1.253362746E+15	4.284076318E+16	1.855972101E+16	2.855573934E+16	3.081290000E+16	150.4886334814	3.606600000E-01
0.669	247.23	115.08	8.597900000E+18	8.113161183E+18	1.905642390E-01	1.389106789E+12	1.190766130E+13	1.266818375E+15	4.281132605E+16	1.843784598E+16	2.839324639E+16	3.093500000E+16	149.5918176566	3.587400000E-01
0.670	246.24	114.73	8.566500000E+18	8.089179548E+18	1.919104270E-01	1.398656238E+12	1.204925483E+13	1.280429627E+15	4.278068168E+16	1.831616128E+16	2.823129033E+16	3.105700000E+16	148.6966348201	3.568300000E-01
0.671	245.25	114.38	8.535100000E+18	8.065148480E+18	1.932695150E-01	1.408307479E+12	1.219469869E+13	1.294198042E+15	4.274882997E+16	1.819467330E+16	2.806986570E+16	3.117890000E+16	147.8030998930	3.549300000E-01
0.672	244.26	114.03	8.503700000E+18	8.041068097E+18	1.946416690E-01	1.418062015E+12	1.234414637E+13	1.308125162E+15	4.271577076E+16	1.807338836E+16	2.790896713E+16	3.130080000E+16	146.9112278222	3.530500000E-01
0.673	243.28	113.68	8.472200000E+18	8.016938525E+18	1.960270600E-01	1.427921374E+12	1.249775800E+13	1.322212529E+15	4.268150387E+16	1.795231276E+16	2.774858927E+16	3.142260000E+16	146.0210336520	3.511700000E-01
0.674	242.29	113.33	8.440600000E+18	7.992759895E+18	1.974258600E-01	1.437887120E+12	1.265570062E+13	1.336461682E+15	4.264602910E+16	1.783145277E+16	2.758872682E+16	3.154440000E+16	145.1325324667	3.493100000E-01
0.675	241.30	112.98	8.409100000E+18	7.968532342E+18	1.988382420E-01	1.447960841E+12	1.281814842E+13	1.350874161E+15	4.260934618E+16	1.771081463E+16	2.742937455E+16	3.166600000E+16	144.2457393712	3.474600000E-01
0.676	240.31	112.63	8.377500000E+18	7.944256009E+18	2.002643850E-01	1.458144160E+12	1.298528307E+13	1.365451503E+15	4.257145483E+16	1.759040453E+16	2.727052729E+16	3.178750000E+16	143.3606695612	3.456300000E-01
0.677	239.32	112.28	8.345800000E+18	7.919931043E+18	2.017044700E-01	1.468438731E+12	1.315729398E+13	1.380195240E+15	4.253235474E+16	1.747022863E+16	2.711217991E+16	3.190900000E+16	142.4773382493	3.438000000E-01
0.678	238.34	111.93	8.314200000E+18	7.895557596E+18	2.031586810E-01	1.478846240E+12	1.333437861E+13	1.395106904E+15	4.249204556E+16	1.735029306E+16	2.695432736E+16	3.203030000E+16	141.5957606808	3.419900000E-01
0.679	237.35	111.58	8.282500000E+18	7.871135828E+18	2.046272030E-01	1.489368409E+12	1.351674281E+13	1.410188017E+15	4.245052691E+16	1.723060391E+16	2.679696465E+16	3.215160000E+16	140.7159521861	3.401900000E-01
0.680	236.36	111.23	8.250700000E+18	7.846665904E+18	2.061102280E-01	1.500006991E+12	1.370460107E+13	1.425440101E+15	4.240779839E+16	1.711116723E+16	2.664008686E+16	3.227270000E+16	139.8379281244	3.384000000E-01
0.681	235.37	110.88	8.219000000E+18	7.822147994E+18	2.076079480E-01	1.510763776E+12	1.389817693E+13	1.440864666E+15	4.236385955E+16	1.699198901E+16	2.648368912E+16	3.239370000E+16	138.9617038818	3.366200000E-01
0.682	234.39	110.53	8.187100000E+18	7.797582274E+18	2.091205590E-01	1.521640591E+12	1.409770329E+13	1.456463218E+15	4.231870993E+16	1.687307525E+16	2.632776667E+16	3.251460000E+16	138.0872948879	3.348600000E-01
0.683	233.40	110.18	8.155300000E+18	7.772968928E+18	2.106482610E-01	1.532639299E+12	1.430342273E+13	1.472237252E+15	4.227234904E+16	1.675443186E+16	2.617231479E+16	3.263540000E+16	137.2147166481	3.331100000E-01
0.684	232.41	109.83	8.123400000E+18	7.748308142E+18	2.121912580E-01	1.543761801E+12	1.451558792E+13	1.488188255E+15	4.222477636E+16	1.663606473E+16	2.601732884E+16	3.275600000E+16	136.3439846362	3.313600000E-01
0.685	231.43	109.48	8.091500000E+18	7.723600113E+18	2.137497550E-01	1.555010038E+12	1.473446197E+13	1.504317701E+15	4.217599136E+16	1.651797971E+16	2.586280428E+16	3.287650000E+16	135.4751144513	3.296300000E-01
0.686	230.44	109.13	8.059600000E+18	7.698845040E+18	2.153239630E-01	1.566385991E+12	1.496031878E+13	1.520627055E+15	4.212599348E+16	1.640018260E+16	2.570873664E+16	3.299690000E+16	134.6081216564	3.279100000E-01
0.687	229.46	108.78	8.027600000E+18	7.674043131E+18	2.169140960E-01	1.577891682E+12	1.519344349E+13	1.537117765E+15	4.207478212E+16	1.628267917E+16	2.555512152E+16	3.311710000E+16	133.7430219002	3.262100000E-01
0.688	228.47	108.43	7.995600000E+18	7.649194598E+18	2.185203700E-01	1.589529176E+12	1.543413284E+13	1.553791268E+15	4.202235670E+16	1.616547512E+16	2.540195462E+16	3.323720000E+16	132.8798308268	3.245100000E-01
0.689	227.48	108.07	7.963600000E+18	7.624299660E+18	2.201430060E-01	1.601300581E+12	1.568269558E+13	1.570648983E+15	4.196871659E+16	1.604857612E+16	2.524923173E+16	3.335710000E+16	132.0185641266	3.228200000E-01
0.690	226.50	107.72	7.931600000E+18	7.599358543E+18	2.217822310E-01	1.613208049E+12	1.593945293E+13	1.587692313E+15	4.191386116E+16	1.593198781E+16	2.509694872E+16	3.347690000E+16	131.1592375336	3.211500000E-01
0.691	225.51	107.37	7.899500000E+18	7.574371479E+18	2.234382710E-01	1.625253781E+12	1.620473897E+13	1.604922642E+15	4.185778977E+16	1.581571575E+16	2.494510155E+16	3.359650000E+16	130.3018668063	3.194900000E-01
0.692	224.53	107.02	7.867400000E+18	7.549338705E+18	2.251113610E-01	1.637440022E+12	1.647890110E+13	1.622341334E+15	4.180050177E+16	1.569976547E+16	2.479368629E+16	3.371600000E+16	129.4464677079	3.178300000E-01
0.693	223.55	106.67	7.835200000E+18	7.524260467E+18	2.268017360E-01	1.649769069E+12	1.676230049E+13	1.639949734E+15	4.174199648E+16	1.558414246E+16	2.464269908E+16	3.383520000E+16	128.5930560736	3.161900000E-01
0.694	222.56	106.32	7.803100000E+18	7.499137016E+18	2.285096390E-01	1.662243265E+12	1.705531256E+13	1.657749161E+15	4.168227324E+16	1.546885215E+16	2.449213620E+16	3.395440000E+16	127.7416477391	3.145600000E-01
0.695	221.58	105.97	7.770900000E+18	7.473968609E+18	2.302353140E-01	1.674865009E+12	1.735832744E+13	1.675740911E+15	4.162133139E+16	1.535389991E+16	2.434199398E+16	3.407330000E+16	126.8922585560	3.129400000E-01
0.696	220.59	105.62	7.738700000E+18	7.448755509E+18	2.319790100E-01	1.687636751E+12	1.767175043E+13	1.693926255E+15	4.155917023E+16	1.523929109E+16	2.419226888E+16	3.419200000E+16	126.0449043896	3.113300000E-01
0.697	219.61	105.26	7.706400000E+18	7.423497989E+18	2.337409830E-01	1.700560995E+12	1.799600256E+13	1.712306435E+15	4.149578910E+16	1.512503096E+16	2.404295748E+16	3.431060000E+16	125.1996011844	3.097400000E-01
0.698	218.63	104.91	7.674100000E+18	7.398196325E+18	2.355214900E-01	1.713640303E+12	1.833152103E+13	1.730882665E+15	4.143118734E+16	1.501112475E+16	2.389405642E+16	3.442900000E+16	124.3563648435	3.081500000E-01
0.699	217.65	104.56	7.641800000E+18	7.372850801E+18	2.373207950E-01	1.726877295E+12	1.867875977E+13	1.749656128E+15	4.136536427E+16	1.489757764E+16	2.374556249E+16	3.454720000E+16	123.5152113107	3.065700000E-01
0.700	216.66	104.21	7.609500000E+18	7.347461708E+18	2.391391650E-01	1.740274650E+12	1.903818991E+13	1.768627973E+15	4.129831925E+16	1.478439475E+16	2.359747257E+16	3.466520000E+16	122.6761565516	3.050100000E-01
0.701	215.68	103.86	7.577200000E+18	7.322029344E+18	2.409768740E-01	1.753835110E+12	1.941030040E+13	1.787799314E+15	4.123005164E+16	1.467158115E+16	2.344978365E+16	3.478300000E+16	121.8392165510	3.034500000E-01
0.702	214.70	103.51	7.544800000E+18	7.296554012E+18	2.428342000E-01	1.767561480E+12	1.979559847E+13	1.807171232E+15	4.116056080E+16	1.455914186E+16	2.330249284E+16	3.490060000E+16	121.0044072776	3.019100000E-01
0.703	213.72	103.16	7.512400000E+18	7.271036024E+18	2.447114240E-01	1.781456631E+12	2.019461024E+13	1.826744765E+15	4.108984615E+16	1.444708183E+16	2.315559737E+16	3.501800000E+16	120.1717447481	3.003700000E-01
0.704	212.74	102.80	7.480000000E+18	7.245475699E+18	2.466088350E-01	1.795523503E+12	2.060788123E+13	1.846520914E+15	4.101790708E+16	1.433540596E+16	2.300909456E+16	3.513510000E+16	119.3412449918	2.988500000E-01
0.705	211.76	102.45	7.447600000E+18	7.219873359E+18	2.485267260E-01	1.809765105E+12	2.103656237E+13	1.866500634E+15	4.094474304E+16	1.422411912E+16	2.286298188E+16	3.525210000E+16	118.5129239820	2.973300000E-01
0.706	210.78	102.10	7.415200000E+18	7.194229339E+18	2.504653960E-01	1.824184521E+12	2.148006756E+13	1.886684840E+15	4.087035351E+16	1.411322607E+16	2.271725690E+16	3.536880000E+16	117.6867977991	2.958300000E-01
0.707	209.80	101.75	7.382700000E+18	7.168543976E+18	2.524251500E-01	1.838784907E+12	2.193959099E+13	1.907074395E+15	4.079473796E+16	1.400273156E+16	2.257191731E+16	3.548530000E+16	116.8628824465	2.943400000E-01
0.708	208.82	101.40	7.350200000E+18	7.142817616E+18	2.544062950E-01	1.853569500E+12	2.241576174E+13	1.927670117E+15	4.071789595E+16	1.389264026E+16	2.242696092E+16	3.560160000E+16	116.0411939641	2.928500000E-01
0.709	207.84	101.05	7.317700000E+18	7.117050612E+18	2.564091490E-01	1.868541615E+12	2.290923125E+13	1.948472770E+15	4.063982705E+16	1.378295678E+16	2.228238568E+16	3.571760000E+16	115.2217483925	2.913800000E-01
0.710	206.86	100.70	7.285200000E+18	7.091243325E+18	2.584340330E-01	1.883704654E+12	2.342067394E+13	1.969483067E+15	4.056053086E+16	1.367368568E+16	2.213818965E+16	3.583340000E+16	114.4045617871	2.899200000E-01
0.711	205.89	100.34	7.252600000E+18	7.065396121E+18	2.604812740E-01	1.899062102E+12	2.395078782E+13	1.990701661E+15	4.048000704E+16	1.356483145E+16	2.199437101E+16	3.594900000E+16	113.5896501672	2.884600000E-01
0.712	204.91	99.99	7.220100000E+18	7.039509375E+18	2.625512060E-01	1.914617536E+12	2.450029510E+13	2.012129150E+15	4.039825531E+16	1.345639852E+16	2.185092808E+16	3.606430000E+16	112.7770295784	2.870200000E-01
0.713	203.93	99.64	7.187500000E+18	7.013583468E+18	2.646441680E-01	1.930374627E+12	2.506994285E+13	2.033766070E+15	4.031527542E+16	1.334839125E+16	2.170785929E+16	3.617940000E+16	111.9667160417	2.855800000E-01
0.714	202.96	99.29	7.154900000E+18	6.987618789E+18	2.667605080E-01	1.946337140E+12	2.566050359E+13	2.055612893E+15	4.023106718E+16	1.324081397E+16	2.156516321E+16	3.629420000E+16	111.1587255832	2.841600000E-01
0.715	201.98	98.94	7.122300000E+18	6.961615733E+18	2.689005780E-01	1.962508944E+12	2.627277596E+13	2.077670024E+15	4.014563048E+16	1.313367091E+16	2.142283853E+16	3.640880000E+16	110.3530742001	2.827500000E-01
0.716	201.00	98.59	7.089700000E+18	6.935574705E+18	2.710647380E-01	1.978894012E+12	2.690758532E+13	2.099937800E+15	4.005896525E+16	1.302696626E+16	2.128088409E+16	3.652310000E+16	109.5497779215	2.813400000E-01
0.717	200.03	98.24	7.057100000E+18	6.909496115E+18	2.732533550E-01	1.995496424E+12	2.756578443E+13	2.122416488E+15	3.997107150E+16	1.292070413E+16	2.113929883E+16	3.663720000E+16	108.7488527270	2.799500000E-01
0.718	199.06	97.88	7.024500000E+18	6.883380380E+18	2.754668030E-01	2.012320375E+12	2.824825409E+13	2.145106278E+15	3.988194930E+16	1.281488858E+16	2.099808183E+16	3.675100000E+16	107.9503145756	2.785600000E-01
0.719	198.08	97.53	6.991800000E+18	6.857227926E+18	2.777054620E-01	2.029370181E+12	2.895590373E+13	2.168007283E+15	3.979159880E+16	1.270952358E+16	2.085723231E+16	3.686450000E+16	107.1541794355	2.771800000E-01
0.720	197.11	97.18	6.959200000E+18	6.831039186E+18	2.799697210E-01	2.046650277E+12	2.968967213E+13	2.191119538E+15	3.970002024E+16	1.260461308E+16	2.071674961E+16	3.697770000E+16	106.3604632495	2.758200000E-01
0.721	196.14	96.83	6.926500000E+18	6.804814600E+18	2.822599770E-01	2.064165229E+12	3.045052800E+13	2.214442993E+15	3.960721394E+16	1.250016091E+16	2.057663321E+16	3.709070000E+16	105.5691819328	2.744600000E-01
0.722	195.16	96.48	6.893800000E+18	6.778554615E+18	2.845766330E-01	2.081919740E+12	3.123947066E+13	2.237977514E+15	3.951318028E+16	1.239617087E+16	2.043688271E+16	3.720340000E+16	104.7803513709	2.731100000E-01
0.723	194.19	96.13	6.861100000E+18	6.752259687E+18	2.869201010E-01	2.099918650E+12	3.205753066E+13	2.261722874E+15	3.941791977E+16	1.229264668E+16	2.029749784E+16	3.731580000E+16	103.9939874479	2.717700000E-01
0.724	193.22	95.78	6.828400000E+18	6.725930277E+18	2.892908010E-01	2.118166950E+12	3.290577043E+13	2.285678759E+15	3.932143298E+16	1.218959198E+16	2.015847848E+16	3.742790000E+16	103.2101059824	2.704400000E-01
0.725	192.25	95.43	6.795800000E+18	6.699566857E+18	2.916891620E-01	2.136669782E+12	3.378528487E+13	2.309844757E+15	3.922372061E+16	1.208701038E+16	2.001982462E+16	3.753970000E+16	102.4287228173	2.691200000E-01
0.726	191.28	95.07	6.763000000E+18	6.673169904E+18	2.941156220E-01	2.155432453E+12	3.469720203E+13	2.334220357E+15	3.912478344E+16	1.198490537E+16	1.988153639E+16	3.765130000E+16	101.6498537253	2.678100000E-01
0.727	190.31	94.72	6.730300000E+18	6.646739903E+18	2.965706260E-01	2.174460437E+12	3.564268370E+13	2.358804947E+15	3.902462237E+16	1.188328041E+16	1.974361405E+16	3.776250000E+16	100.8735144524	2.665100000E-01
0.728	189.34	94.37	6.697600000E+18	6.620277346E+18	2.990546310E-01	2.193759390E+12	3.662292600E+13	2.383597812E+15	3.892323840E+16	1.178213886E+16	1.960605797E+16	3.787350000E+16	100.0997207003	2.652100000E-01
0.729	188.37	94.02	6.664900000E+18	6.593782735E+18	3.015681010E-01	2.213335152E+12	3.763916002E+13	2.408598127E+15	3.882063265E+16	1.168148405E+16	1.946886868E+16	3.798410000E+16	99.3284881696	2.639300000E-01
0.730	187.41	93.67	6.632200000E+18	6.567256578E+18	3.041115130E-01	2.233193762E+12	3.869265235E+13	2.433804955E+15	3.871680636E+16	1.158131920E+16	1.933204683E+16	3.809440000E+16	98.5598324963	2.626500000E-01
0.731	186.44	93.32	6.599500000E+18	6.540699390E+18	3.066853520E-01	2.253341466E+12	3.978470573E+13	2.459217246E+15	3.861176089E+16	1.148164746E+16	1.919559317E+16	3.820450000E+16	97.7937692647	2.613900000E-01
0.732	185.47	92.97	6.566800000E+18	6.514111694E+18	3.092901150E-01	2.273784728E+12	4.091665952E+13	2.484833830E+15	3.850549774E+16	1.138247195E+16	1.905950862E+16	3.831420000E+16	97.0303140204	2.601300000E-01
